,NaiveMean,RW,RWD,DiffusionIndex,Ridge,Lasso
2015-01-01,0.24530828004457805,0.3919961861491572,0.3915122120523522,-0.009546759040471198,0.08158440692144298,0.1753639500014923
2015-04-01,-0.03576657594637367,-0.2789601294388433,-0.2828485575534948,-0.05003256991995253,-0.12848738823862704,-0.05435701467724252
2015-07-01,-0.2535093254006895,-0.21804844668462664,-0.2194985251651963,-0.34334635078916054,-0.3387278259024231,-0.329708910442829
2015-10-01,-0.46649798014563926,-0.21513703885851498,-0.214711061568442,-0.4077835023227394,-0.43243819133176686,-0.32107718082421544
2016-01-01,-0.06904034991535968,0.39353747913661863,0.3957830416942208,-0.03456767949664519,-0.07445536726231816,0.0021941865425846308
2016-04-01,-0.3257020992458962,-0.25723708557983116,-0.25831743093562576,-0.34385818782335387,-0.3471489008731278,-0.24985144941624782
2016-07-01,0.06326600648357361,0.3862763528431401,0.38734865274514235,-0.025383914606731506,0.07836351383041429,0.10882335767245988
2016-10-01,-0.09136995782942336,-0.15411739048936113,-0.1562463191224427,-0.2573222875698069,-0.1958289119777682,-0.1486463118966298
2017-01-01,-0.15768690816128395,-0.06705979551746566,-0.06790801661675672,-0.18422986260252305,-0.19384739097576886,-0.18333305388882593
2017-04-01,-0.08381287135288329,0.07260236819419674,0.07230624479097686,-0.16732718325523732,-0.1367177797931004,-0.13360785397576513
2017-07-01,0.14397805600495706,0.2271204243870173,0.22624118610645083,-0.03211268617657048,0.07736244526369096,0.2145543061214823
2017-10-01,0.47814662427535704,0.3353112512545664,0.3326220834851483,0.46162465849547074,0.5033894494122938,0.4246134637837199
2018-01-01,0.1637583682035152,-0.3106233220224297,-0.3159523475972854,-0.12973971422533503,-0.05139513161140696,-0.07203308871053182
2018-04-01,-0.11821921858818496,-0.2806982245401102,-0.2835394363543574,-0.19970272848584047,-0.1454852651805233,-0.005029889615434158
2018-07-01,-0.024963538391379325,0.09233925214573446,0.09171319217800566,-0.0998718012292471,-0.09631314091078547,-0.028028304684351135
2018-10-01,-0.5049879953771831,-0.48021648420419893,-0.48155349915005186,-0.6009936786954467,-0.5919240661644432,-0.4802868568978229
2019-01-01,-0.020299832775108384,0.4808332924083558,0.48320053514827255,0.1576459686421562,0.06890491580991354,0.08008792678842014
2019-04-01,0.18915445639965023,0.20930050256282584,0.20797919159932066,0.27956833466217956,0.2568433634851771,0.3360125584436879
2019-07-01,0.5192647072431565,0.3315324648013984,0.32863555390153476,0.442403625568345,0.5141854466462862,0.6397834733757841
2019-10-01,0.031742936202013405,-0.4836466612855972,-0.4890145161997581,-0.1435907058572542,-0.11399602600080394,0.005702422148045838
2020-01-01,-1.973117764260712,-2.0046255676019697,-2.0063440604549383,-1.8546202950849926,-1.8668474579609469,-1.7596728036224751
2020-04-01,-8.837868178636231,-6.8792586332303785,-6.866115318228125,-7.488594708586742,-7.470219338374887,-8.38032093552383
2020-07-01,6.906712048340923,15.680070240271782,15.74369969731983,13.513544232093633,16.811972373045712,18.895931080936215
2020-10-01,0.5080527397690009,-6.348610670540467,-6.399898729531249,1.5146796225183714,-2.0200762965210126,0.5068133188096742
2021-01-01,0.7634233718567747,0.25902568776956514,0.2541137065290089,0.853075559143651,0.8132050486180006,0.7621664462980097
2021-04-01,1.0593770484745058,0.30140670070242237,0.2946665632997869,1.2001748600758646,0.8761914288446586,1.0580899351565616
2021-07-01,0.18596029608952735,-0.8659034399844501,-0.8747483385535126,0.5827177744558419,-0.14790688633095406,0.18462870992099312
2021-10-01,1.0641851113191696,0.8795343947795686,0.8768933851364175,1.3263985733143724,0.9902786148568475,1.0628536812259448
2022-01-01,-0.8995828428729534,-1.9563261002668142,-1.965142415439095,-0.6640440071828498,-1.242600494370506,-0.9009573041199254
2022-04-01,-0.48178735341680223,0.4115483863806446,0.416474325861784,-0.2915839930973876,-0.45253075444895374,-0.4831085170111694
2022-07-01,0.08441705543005984,0.5628817374439876,0.5649154941066424,0.18325571578214572,0.24921138152277006,0.0831281406898402
2022-10-01,0.05240165892332316,-0.03143719749694185,-0.03329940975916046,0.08335915385760784,0.11771161471880753,0.05111764567089949
2023-01-01,0.08541971994561282,0.033374534892516294,0.031740400779333044,0.1364566586661271,0.2006612467598493,0.0841420597026562
2023-04-01,-0.010492055447589244,-0.09533461512329922,-0.09718467033021938,0.057631709016740196,0.2378555302200709,-0.011764950384606676
2023-07-01,0.5106720458395634,0.5210936848076386,0.5199002827786253,0.5554404408859908,1.052539547194729,0.5094082273310361
2023-10-01,0.20077972857171156,-0.3064878369622548,-0.31117050263407764,0.2922299996464546,0.24948051648896663,0.19950154320548574
2024-01-01,-0.43142339968736865,-0.6308734611824462,-0.6334816568367087,-0.4228798784831348,-0.39078491735171783,-0.4327019282649971
2024-04-01,0.2433623249618616,0.6719474128091818,0.6735344599154274,0.22527708562979765,0.38032497987214153,0.24211106022805884
2024-07-01,0.1815781821619915,-0.06019353936874694,-0.06303764002510281,0.19341405144258295,0.34062632807255877,0.1803246849367589
2024-10-01,-0.1821757190148271,-0.36257482207187053,-0.36500691200910806,-0.238877504532521,-0.16911350177196127,-0.18342872984711656
2025-01-01,-0.802469490270579,-0.6214690984752025,-0.6215310136591341,-0.815333203619301,-0.6336029560158901,-0.8037067326739612
2025-04-01,0.306876311361281,1.1042017664378179,1.1081497287613644,0.30558779985001294,0.422493364751092,0.3056802384907855
2025-07-01,0.4339633646390362,0.12904167946476974,0.1258861178859999,0.4025591576990103,0.476434077572332,0.43276242924728103
2025-10-01,-0.5191058239146076,-0.950322584979979,-0.954279968965666,-0.5243900845573434,-0.5066121167455903,-0.5203166043266297
2026-01-01,-0.143566879041913,0.372274128370087,0.3743564910234232,-0.19580451551034272,-0.18697603474280378,-0.1447493328911844
