,NaiveMean,RW,RWD,DiffusionIndex,Ridge,Lasso
2015-01-01,0.651146507647913,0.5044586015433339,0.5049425756401389,0.9060015467329623,0.8148703807710481,0.7210908376909988
2015-04-01,0.6532612342000215,0.8964547876924911,0.9003432158071426,0.6675272281736003,0.7459820464922748,0.6718516729308903
2015-07-01,0.6529555369697106,0.6174946582536478,0.6189447367342175,0.7427925623581817,0.7381740374714443,0.7291551220118502
2015-10-01,0.6508071528561454,0.39944621156902116,0.39902023427894817,0.5920926750332456,0.616747364042273,0.5053863535347216
2016-01-01,0.6468870017624845,0.18430917271050618,0.182063610152904,0.61241433134377,0.652302019109443,0.5756524653045402
2016-04-01,0.6463116655131899,0.5778466518471248,0.5789269972029194,0.6644677540906475,0.6677584671404214,0.5704610156835415
2016-07-01,0.6436199126268601,0.32060956626729364,0.3195372663652914,0.7322698337171653,0.6285224052800195,0.5980625614379739
2016-10-01,0.644138486450496,0.7068859191104337,0.7090148477435153,0.8100908161908795,0.7485974405988408,0.7014148405177024
2017-01-01,0.6433956412648909,0.5527685286210726,0.5536167497203637,0.66993859570613,0.6795561240793758,0.6690417869924329
2017-04-01,0.642123972650687,0.48570873310360696,0.48600485650682684,0.725638284553041,0.6950288810909041,0.6919189552735688
2017-07-01,0.6414534696798639,0.5583111012978037,0.5591903395783702,0.8175442118613915,0.70806908042113,0.5708772195633387
2017-10-01,0.6425961526640304,0.785431525684821,0.7881206934542391,0.6591181184439167,0.6173533275270936,0.6961293131556675
2018-01-01,0.6463610867134425,1.1207427769393874,1.126071802514243,0.9398591691422927,0.8615145865283647,0.8821525436274895
2018-04-01,0.6476404489650325,0.8101194549169577,0.8129606667312049,0.729123958862688,0.6749064955573708,0.5344511199922817
2018-07-01,0.6467240209139613,0.5294212303768475,0.5300472903445763,0.7216322837518291,0.7180736234333674,0.6497887872069331
2018-10-01,0.6465319936955661,0.621760482522582,0.6230974974684349,0.7425376770138298,0.7334680644828262,0.621830855216206
2019-01-01,0.6426771235018472,0.14154399831838305,0.1391767555784663,0.4647313220845827,0.5534723749168253,0.5422893639383187
2019-04-01,0.6425233368899145,0.6223772907267389,0.623698601690244,0.5521094586273851,0.5748344298043876,0.4956652348458768
2019-07-01,0.6439455508478066,0.8316777932895647,0.8345747041894284,0.7208066325226181,0.6490248114446769,0.523426784715179
2019-10-01,0.6478206606033525,1.1632102580909631,1.168578113005124,0.8231543026626201,0.7935596228061699,0.6738611746573201
2020-01-01,0.6480557934641082,0.6795635968053659,0.6812820896583346,0.5295583242883887,0.541785487164343,0.4346108328258714
2020-04-01,0.63354757460925,-1.3250619707966038,-1.338205285798857,-0.71572589544024,-0.7341012656520953,0.17600033149684818
2020-07-01,0.569037587903876,-8.204320604026982,-8.26795006107503,-6.037794595848832,-9.336222736800913,-11.420181444691416
2020-10-01,0.619086225935332,7.4757496362447995,7.527037695235582,-0.38754065681403854,3.1472152622253455,0.6203256468946587
2021-01-01,0.6227412816171234,1.127138965704333,1.1320509469448892,0.5330890943302471,0.5729596048558975,0.6239982071758884
2021-04-01,0.6281943057018147,1.386164653473898,1.3929047908765335,0.4873964941004558,0.8113799253316618,0.6294814190197588
2021-07-01,0.635707618102343,1.6875713541763204,1.696416252745383,0.23895013973602844,0.9695748005228244,0.6370392042708772
2021-10-01,0.6370171976522693,0.8216679141918704,0.8243089238350215,0.3748037356570666,0.7109236941145914,0.6383486277454942
2022-01-01,0.6444590515775782,1.701202308971439,1.7100186241437199,0.4089202158874746,0.9874767030751308,0.6458335128245501
2022-04-01,0.6382119485020716,-0.2551237912953752,-0.2600497307765146,0.448008588182657,0.6089553495342231,0.6395331120964388
2022-07-01,0.6348892770991972,0.1564245950852694,0.15439083842261458,0.5360506167471113,0.47009495100648696,0.6361781918394168
2022-10-01,0.635467476108992,0.719306332529257,0.7211685447914756,0.6045099811747073,0.5701575203135076,0.6367514893614157
2023-01-01,0.6358239499792186,0.6878691350323152,0.6895032691454984,0.5847870112587044,0.5205824231649822,0.6371016102221753
2023-04-01,0.6364011102491215,0.7212436699248315,0.7230937251317516,0.568277345784792,0.38805352458146136,0.6376740051861389
2023-07-01,0.6363306937696075,0.6259090548015322,0.6271024568305456,0.5915622987231801,0.0944631924144419,0.6375945122781348
2023-10-01,0.6397351740752045,1.1470027396091709,1.1516854052809937,0.5482849030004615,0.5910343861579495,0.6410133594414303
2024-01-01,0.6410648411518385,0.8405149026469161,0.8431230983011785,0.6325213199476046,0.6004263588161877,0.6423433697294669
2024-04-01,0.63822652931179,0.20964144146446984,0.2080543943582242,0.656311768643854,0.5012638744015101,0.6394777940455928
2024-07-01,0.6398171327429132,0.8815888542736516,0.8844329549300075,0.6279812634623217,0.4807689868323459,0.6410706299681458
2024-10-01,0.6409962118478613,0.8213953149049047,0.8238274048421422,0.6976979973655552,0.6279339946049954,0.6422492226801507
2025-01-01,0.6398208846284107,0.45882049283303417,0.4588824080169658,0.6526845979771326,0.4709543503737218,0.6410581270317929
2025-04-01,0.6346768494343685,-0.16264860564216832,-0.16659656796571495,0.6359653609456366,0.5190597960445575,0.635872922304864
2025-07-01,0.6366314756213831,0.9415531607956495,0.9447087223744194,0.668035682561409,0.5941607626880873,0.6378324110131383
2025-10-01,0.6393780791950479,1.0705948402604193,1.0745522242461063,0.6446623398377836,0.6268843720260305,0.64058885960707
2026-01-01,0.6361132626924403,0.12027225528044028,0.11818989262710407,0.68835089916087,0.679522418393331,0.6372957165417117
